uber_Name,google_Name,average_health_score,cid,uber_id,uber_categories,google_tags,google_categories
Donut King (Kellyville),Donut King Kellyville,-3.957765486725664,a17014590320132297222,1QtX6m0QSBSpCQXh5pAIJA,"dessert,bakery",,"donut,coffee,hot dog,dessert"
O Chicken,O Chicken,-6.32262224710713,a7474679458084666364,aipkGoPXRlW9xICzqQ3sPw,"chicken,allergy friendly,fried chicken,burger","spicy,price",fried chicken takeout
Soul Origin (Stanhope Gardens),Soul Origin Stanhope Gardens,-3.485811930405965,a1885772748200000903,HbrOzX1JRAmp8ayBTPHolQ,"healthy,family meal,sandwich,salad","smile,attitude,lunch,chicken,coffee,pasta,roll,money,lady,girl","catering food,coffee,salad,caterer,drink supplier,breakfast"
Chargriild Rouse Hill,Chargriil'd Rouse Hill,-4.803567251461988,a2113567328458260532,nrWO9oveQAGoagF1qoFz_g,"steak,wing,burger","rib,price,potato chip,seasoning,food court,money","burger,chicken,american"
Bakers Delight (Plumpton),Bakers Delight Plumpton,-2.7627273783663284,a5585500000100581084,nv-oPC01WOW8qr11d_5bLQ,"pizza,breakfast and brunch,bakery,pastry",,bakery
Bakers Delight (Plumpton),Bakers Delight Plumpton,-2.7627273783663284,a5585500000100581084,nv-oPC01WOW8qr11d_5bLQ,"pizza,breakfast and brunch,bakery,pastry",,bakery
FoodWorks (Whalan),FoodWorks Whalan,-7.3566666666666665,a15154361831314184146,y3IX40P1RKe8E_PI39i73Q,"everyday essential,convenience,grocery","fruit,parking,price",supermarket
FoodWorks (Blackett),FoodWorks Whalan,-7.6,a15154361831314184146,MVEdnClYVH-NulLQKU5kdA,convenience,"fruit,parking,price",supermarket
The Bavarian (Rouse Hill),The Bavarian Rouse Hill,-5.011873684210526,a14520955088090644471,ZSxSdcq7TVWmtZZLh0rXXg,"wing,pub,burger,german,vegan","night,happy hour,management,drink,surcharge,chicken wing,platter,chicken schnitzel,pork belly,portion size","bar,restaurant,german"
No 1 MaLaTang (Rouse Hill),NO.1 Malatang Rouse Hill,-2.1233333333333335,a1300356635422596707,rgYYpMttRRCs5W4d708sUA,"family meal,asian,chinese","seafood,spicy,bowl,price,ingredient,fresh food,ox,fly,laksa,food court",chinese
Yee's Palace Chinese Restaurant,Yee's Palace Chinese Restaurant,-2.5050000000000003,a15393932409208179358,0kkeA0N_UlKFR0l9Wx0_Mw,"singaporean,malaysian,south east asian,chinese","salt,food,satay,honey,price,mongolian,chef,service,spring roll,choice,portion size","asian,chinese,restaurant"
Gong Cha (Rouse Hill),Gong Cha Rouse Hill,-4.028510324483776,a15542080251250896982,nWSxR6BEVVyHLd45H-Ljdg,"dessert,asian,juice and smoothy",,bubble tea
Gong Cha (Rouse Hill),Gong Cha Rouse Hill,-4.028510324483776,a15542080251250896982,nWSxR6BEVVyHLd45H-Ljdg,"dessert,asian,juice and smoothy",,bubble tea
IGA Beaumont Hills,IGA Rouse Hill,-7.8575,a8083544115063555832,_i1UN5YKRXSP8VePE3X3Ag,"everyday essential,convenience,snack,grocery","parking,price,bread,clean,product,shopping centre","grocery,fruit,fresh food market,vegetable"
Top Juice (Stanhope Gardens),Top Juice Stanhope,-4.1866666666666665,a11732329722982349552,kBqyrKRDQy-M3ZTybyJRAA,"healthy,allergy friendly,juice and smoothy","smile,açai bowl,hygiene,quality,healthy food,sugarcane juice,yogurt,service,product,smoothy,cooperative","juice,gourmet grocery,health food,salad"
Oporto (Schofields),Oporto,-7.302622247107131,a12101941838887985146,D8ALr-zJV-un45iYqb_qlw,"portuguese,chicken,burger,family meal","need,attitude,hand,chicken tender,chip,cooked,phone,table,chilli,girl",fast food
Top Juice Rouse Hill,Top Juice Rouse Hill,-5.045,a11244521128506533317,9nguXX_CQs6r6vcxb_f34g,"healthy,juice and smoothy","coconut,shake,yoghurt,salad","juice,gourmet grocery,health food,salad"
XS Espresso Plumpton,XS Espresso Plumpton,-4.846194910069326,a2165960656783586917,uueQhn52ThOsn4q5apUeGg,"halal,exclusive to eats,breakfast and brunch,australian,dessert","barista,atmosphere,chip,meal,shake,girl,takeout,acai bowl,waste,dessert","cafe,coffee,restaurant"
XS Espresso Plumpton,XS Espresso Plumpton,-4.846194910069326,a2165960656783586917,uueQhn52ThOsn4q5apUeGg,"halal,exclusive to eats,breakfast and brunch,australian,dessert","barista,atmosphere,chip,meal,shake,girl,takeout,acai bowl,waste,dessert","cafe,coffee,restaurant"
The Second Home Cafe,The Second Home Cafe - Rouse Hill,-5.501019843400881,a1881019561262917945,ZNcoo9leQlSL7G1_p_C0sQ,"coffee and tea,breakfast and brunch,burger,modern australian,fish and chip","sauce,french toast,chicken,meal,priced,egg roll,salad,burger,takeout,bacon","cafe,coffee,breakfast,restaurant"
Meat and Fire BBQ,MEAT AND FIRE BBQ,-6.446900584795322,a495088355131922493,QgnTF3grTku0UV4l2KEumw,"bbq,burger,american","atmosphere,chilli,slaw,brisket,garlic,chicken wing,potato,smoked,caveman,pulled pork",fast food
Friendly Grocer (Hassall Grove),Friendly Grocer,-7.3566666666666665,a9339966016869298281,w0BkBK12QqGOvRXhCbxJrA,"everyday essential,convenience,grocery",,supermarket
Friendly Grocer (Hassall Grove),Friendly Grocer,-7.3566666666666665,a9339966016869298281,w0BkBK12QqGOvRXhCbxJrA,"everyday essential,convenience,grocery",,supermarket
Zaza's Grill,Zaza's Grill,-7.072675438596491,a18211402830802692226,mq1A6JGPTeumxJNevQw3IA,"fast food,family meal,burger,american","sauce,peri peri,chicken,cooked,bacon,burger,money,delivery,girl,busines","takeout,grill,burger,chicken"
De Hawker's,De Hawkers,-5.49149846841626,a11587251858981761248,3xzpu9d0RyODeAviBNK8kQ,"chicken,comfort food,soul food","noodle,fried,pork,star,food court,rice",chinese takeout
Bakers Delight (Stanhope Gardens),Bakers Delight Stanhope Gardens,-2.7627273783663284,a6851222823172574836,7C8ECJS0T4q04nw1DggvDw,"breakfast and brunch,pizza,bakery,pastry",product,bakery
Sushi Motto,Sushi Motto Rouse Hill,0.2933333333333334,a10608366251079885939,X7b3z0pLRTyeyxGYE9e6NQ,"roll,asian,japanese",salmon,sushi
Sharetea (Stanhope Village),Sharetea Stanhope Village,-4.953333333333333,a4693042317612139044,I8-lXlf6QKKh4mIYXh143Q,"cafe,bubble tea,juice and smoothy","yoghurt,tiger",bubble tea
Sharetea (Stanhope Village),Sharetea Stanhope Village,-4.953333333333333,a4693042317612139044,I8-lXlf6QKKh4mIYXh143Q,"cafe,bubble tea,juice and smoothy","yoghurt,tiger",bubble tea
Dough N Co,Dough N Co Kellyville,-4.951610121729161,a9305495159143088930,hKWkdIzDRiy3KGK44vv8_Q,"cafe,pizza,dessert,breakfast and brunch","pizza,priced,almond",cafe
Coffee at Co.,Coffee at Co,-4.213333333333334,a15290378291207962735,UBAOg3k-Tw6e5jN_LvA25Q,"healthy,cafe,modern australian","price,dog,protein,pancake,average","coffee,cafe"
Sharetea (Schofields),Sharetea Schofields,-4.953333333333333,a11977386879513200593,6XPK69ZsWNmpS4BPZB_VTg,"cafe,bubble tea,juice and smoothy","green tea,sugar,lychee,flavour,girl",bubble tea
Sharetea (Schofields),Sharetea Schofields,-4.953333333333333,a11977386879513200593,6XPK69ZsWNmpS4BPZB_VTg,"cafe,bubble tea,juice and smoothy","green tea,sugar,lychee,flavour,girl",bubble tea
Just Cakes,Just Cakes The Ponds,-5.813413048219185,a6850987729536848341,tJgdMFHGRE2r_1MgN0bC7Q,"cupcake,dessert,comfort food","name,birthday,person,girl,breakfast,toast,cafe,busines","cake,patisserie,coffee,pastry,bakery,cafe"
Zambrero (Queanbeyan),Zambrero Queanbeyan,-6.456666666666666,a14244145770855338319,T7wFcVxWRZuWUVqy_U_YxQ,"healthy,mexican,fast food","burrito,bowl,parking,price,healthy","mexican,restaurant,fast food"
Metro Queanbeyan,Woolworths Queanbeyan,-5.278416427770161,a16428418259424945340,uiOBlfE5WlSFi-BC8ukr_Q,"dessert,sandwich,american","parking,fresh food,self serve,deli,paper,clean,aisle,checkout,recycling,shelf",supermarket
Metro Queanbeyan,Woolworths Queanbeyan,-5.278416427770161,a16428418259424945340,uiOBlfE5WlSFi-BC8ukr_Q,"dessert,sandwich,american","parking,fresh food,self serve,deli,paper,clean,aisle,checkout,recycling,shelf",supermarket
Red Rooster (Queanbeyan),Red Rooster Queanbeyan,-6.42,a16326540516707056671,I8P1dhMTQ4GMK9NnvLUMyA,"fast food,family meal","drive thru,deliver,parking,fast food,chip,salty,home,table,takeout,gravy","family,takeout,chicken,fast food"
Subway (Queanbeyan),Subway,-4.364012092233598,a15142209274462643491,UVfd9-F8SES4nli40K-vtg,"sandwich,breakfast and brunch,allergy friendly,healthy,family meal,fast food","hygiene,sub","sandwich,restaurant,fast food"
Subway (Queanbeyan),Subway,-4.364012092233598,a15142209274462643491,UVfd9-F8SES4nli40K-vtg,"sandwich,breakfast and brunch,allergy friendly,healthy,family meal,fast food","hygiene,sub","sandwich,restaurant,fast food"
Ali Baba (Queanbeyan),Ali Baba - Queanbeyan,-3.257253521126761,a3285330379700374814,ppnKsMdfT5O5tfcRO4QvfA,"middle eastern,vegetarian friendly","cooking,price","takeout,kebab,fast food"
Café Veloce,Café Veloce,-4.447643761259161,a1586002575457851090,CZ97ROlBUyC8L9Axti9kWQ,"pizza,dessert,sandwich,coffee and tea","toasted,price",cafe
Bakers Delight (Riverside Plaza),Bakers Delight Riverside Plaza,-2.7627273783663284,a11792697991854542598,cbt38G8EXmCuuuFe5yPz-A,"pizza,breakfast and brunch,bakery,pastry",,bakery
Chatime (Manly Wharf),Chatime manly wharf,-4.664155076701049,a16186509905182371194,C2219puoXyKCyFjyoQzHXA,"exclusive to eats,dessert,asian,bubble tea",,bubble tea
Sushi Train (Dee Why),Sushi Train Dee Why,0.5033333333333333,a11966350940397858077,mXAiM_aBR2KjzEJ_7ZWKcQ,"sushi,japanese,family meal","queue,salmon,fresh food,price,chain,chicken,plate,drink,beach,kid","conveyor belt sushi,restaurant"
Alice dumpling bar,Alice Dumpling Bar,0.18999999999999995,a9399085785017516513,DkvEy45qQMuL4nlOmk330A,"soup,noodle,chinese","fried rice,pork,atmosphere,chinese,duck,beach,xiao long bao,pancake,prawn,waiter",restaurant
Alice dumpling bar,Alice Dumpling Bar,0.18999999999999995,a9399085785017516513,DkvEy45qQMuL4nlOmk330A,"soup,noodle,chinese","fried rice,pork,atmosphere,chinese,duck,beach,xiao long bao,pancake,prawn,waiter",restaurant
Zeus Street Greek (Balgowlah),Zeus Street Greek Balgowlah,-5.248370205669817,a15965379043585995380,zyAXJIbiTo-sHBLS572G1g,"greek,vegan friendly,mediterranean,comfort food,family meal","halloumi,vegan,bowl,chip,doughnut,lamb pita,beach,street food,serving size,wrap","takeout,restaurant,caterer,greek"
Zeus Street Greek (Balgowlah),Zeus Street Greek Balgowlah,-5.248370205669817,a15965379043585995380,zyAXJIbiTo-sHBLS572G1g,"greek,vegan friendly,mediterranean,comfort food,family meal","halloumi,vegan,bowl,chip,doughnut,lamb pita,beach,street food,serving size,wrap","takeout,restaurant,caterer,greek"
Liquorland (Warringah),Liquorland,-8.0,a14530950208175396799,DuF_-bRGU9qkgSiTYO4IeQ,alcohol,,"liquor,bottle"
Liquorland (Warringah),Liquorland,-8.0,a14530950208175396799,DuF_-bRGU9qkgSiTYO4IeQ,alcohol,,"liquor,bottle"
Liquorland (Allambie Heights),Liquorland,-8.0,a14530950208175396799,2ae6WnDvWCifw9IoXejj3w,alcohol,,"liquor,bottle"
Liquorland (Allambie Heights),Liquorland,-8.0,a14530950208175396799,2ae6WnDvWCifw9IoXejj3w,alcohol,,"liquor,bottle"
Kazzi Beach Greek Manly,Kazzi Beach Greek Manly,-6.425,a9100293586129135065,VOsKv7AcRXKvDm0DsU5DPA,"mediterranean,greek","halloumi,atmosphere,wrap,pita,souvlaki,lamb,waitres,dip,prawn,octopu",restaurant
Fishmongers (Manly),Fishmongers Manly,-3.765800356506239,a12456256558555264047,l5CSs1T4RfOpVZaQCMKnXw,"seafood,australian,asian,modern australian,fish and chip,salad","hoki,grilled fish,tempura veggie,flathead,gourmet,chip,batter,fish,grilled barramundi,tartar sauce","seafood,chip,fish"
Fishmongers (Manly),Fishmongers Manly,-3.765800356506239,a12456256558555264047,l5CSs1T4RfOpVZaQCMKnXw,"seafood,australian,asian,modern australian,fish and chip,salad","hoki,grilled fish,tempura veggie,flathead,gourmet,chip,batter,fish,grilled barramundi,tartar sauce","seafood,chip,fish"
Mr Gelato by Matteo (Collaroy),Mr Gelato by Matteo Collaroy,-6.244767155084869,a15399450355096113379,u1esfW-aTjm-yoI49dMdMw,"ice cream and frozen yogurt,dessert,coffee and tea","pistachio,night,nutella,coffee,flavour,pastry,cone,girl,crepe","coffee,ice cream,creperie"
Friendly Grocer (Seaforth),Friendly Grocer,-7.265,a999126453128549683,t7olBrKgTzuEBXOzdvqIAA,"convenience,grocery",price,supermarket
Friendly Grocer (Seaforth),Friendly Grocer,-7.265,a999126453128549683,t7olBrKgTzuEBXOzdvqIAA,"convenience,grocery",price,supermarket
Fish and Lemonade,Fish & Lemonade,-5.854934046345812,a5768416633583641259,d-RjDZyVRfyd1XjrneWtTw,"fast food,fish and chip,salad","calamari,basket,ferry,cucumber,lettuce,drink,grilled,fish sandwich,sweet,fish taco","chip,takeout,delivery,fish"
Fish and Lemonade,Fish & Lemonade,-5.854934046345812,a5768416633583641259,d-RjDZyVRfyd1XjrneWtTw,"fast food,fish and chip,salad","calamari,basket,ferry,cucumber,lettuce,drink,grilled,fish sandwich,sweet,fish taco","chip,takeout,delivery,fish"
Sydney Friends Burger Manly,Sydney Friends Burger Manly,-6.148941634241245,a10042031815998182876,3dPDdB-BVe-ArKFGBEeESg,"halal,comfort food,american,healthy,fast food","price,halal,beef burger",burger
Chubbs Freshwater,Chubbs Freshwater,-5.586806688081707,a8230226812516136948,_Y57SIyOTeydrI_75CekwA,"sandwich,burger,american","beer,burger,happy hour,price",restaurant
Chubbs Freshwater,Chubbs Freshwater,-5.586806688081707,a8230226812516136948,_Y57SIyOTeydrI_75CekwA,"sandwich,burger,american","beer,burger,happy hour,price",restaurant
Little Shop of Waffles,Little Shop of Waffles,-5.638575366313652,a14802096023929145829,jGbjxxEkT7-EQt9ky2spUw,"ice cream and frozen yoghurt,dessert,coffee and tea,modern australian","bubble waffle,vegan,cinnamon,vegemite,croffle,price,pavlovum,combination,cheese,pom pom","coffee,ice cream,delivery,cafe,dessert"
Bakers Delight (Dee Why Grand),Bakers Delight Dee Why Grand,-2.7627273783663284,a1087925239978626361,knLlxqawRWOGF18D7K6DLA,"breakfast and brunch,pizza,bakery,pastry",pizza,bakery
Bakers Delight (Dee Why Grand),Bakers Delight Dee Why Grand,-2.7627273783663284,a1087925239978626361,knLlxqawRWOGF18D7K6DLA,"breakfast and brunch,pizza,bakery,pastry",pizza,bakery
Roll'd (Warringah Mall),Roll'd Warringah Mall,-2.666,a2437538777296562704,8_R1V-g-RAC5QoeOBt7SEQ,"french,asian,vietnamese,healthy,family meal","banh mi,soldier,price,potato chip,coriander,rice paper roll,pho","catering food,fast food,vietnamese,asian,south asian,caterer,drink supplier,takeout,southeast asian"
Cali Press (Manly),Cali Press Manly,-4.445714285714286,a5628774598679257585,QfoS-KwtVpqmG-1nctw0Gg,"healthy,vegan friendly,juice and smoothy","smoothie,bowl,ingredient,price,lunch,chicken,sandwich,pay,healthy",cafe
Cali Press (Manly),Cali Press Manly,-4.445714285714286,a5628774598679257585,QfoS-KwtVpqmG-1nctw0Gg,"healthy,vegan friendly,juice and smoothy","smoothie,bowl,ingredient,price,lunch,chicken,sandwich,pay,healthy",cafe
21 Grams,21 Grams,-4.141041578448571,a10271054017528769912,5X9cCwjtSaG9dfv_JAmkUg,"breakfast and brunch,coffee and tea,modern australian","breakfast,egg roll,beach,bacon",coffee
21 Grams,21 Grams,-4.141041578448571,a10271054017528769912,5X9cCwjtSaG9dfv_JAmkUg,"breakfast and brunch,coffee and tea,modern australian","breakfast,egg roll,beach,bacon",coffee
Baskin Robbins (Manly Corso),Baskin-Robbins Manly Corso,-7.177765486725663,a10718168311688127865,mFu7-m9NUFqmulfofHQ3DQ,"ice cream and frozen yogurt,dessert",,"ice cream,cake,dessert"
Pure Wholefoods,Pure Wholefoods,-2.3926278851023803,a12295230145423283353,ArBRU4qkRGy3WdMCKMWQXg,"breakfast and brunch,pastry,salad","vegan,fresh food,gluten free,lunch,organic,tamari,egg roll,acai bowl,healthy,tofu","cafe,restaurant"
Bakers Delight (Warringah Mall),Bakers Delight Warringah Mall,-2.7627273783663284,a1194969169701699575,vL-biw13Syeak0b6sdVwKg,"breakfast and brunch,pizza,bakery,pastry",,bakery
Bare Naked Bowls (Dee Why),Bare Naked Bowls Dee Why,-3.0694605847031964,a5110587668630124369,Cjjw4gdcSIK5aQwpbYstpQ,"healthy,aã§aã­,açaí,juice and smoothy","smile,vegan,superfood,toast,peanut butter,coffee,beach,salad,smoothy,acai bowl","coffee,health food"
Bare Naked Bowls (Dee Why),Bare Naked Bowls Dee Why,-3.0694605847031964,a5110587668630124369,Cjjw4gdcSIK5aQwpbYstpQ,"healthy,aã§aã­,açaí,juice and smoothy","smile,vegan,superfood,toast,peanut butter,coffee,beach,salad,smoothy,acai bowl","coffee,health food"
Chat Thai (Manly),Chat Thai,-0.8653914664457332,a11075306695972579843,Sg4X-XhqT9Gl4AC4N-je3Q,"gluten free friendly,thai,vegetarian friendly,organicproduct","fried rice,spicy,dish,ferry,peanut sauce,beach,wharf,takeout,pay,portion size",thai
Darna by Out of Africa,Darna by Out of Africa,-3.722380952380952,a8787380505425014346,6KC0NLKFQIetOW1ITm-WVw,"vegan friendly,african,fast food","night,waiter,dinner,happy hour,tagine,cocktail,lamb,beach,couscou,moroccan food",restaurant
Darna by Out of Africa,Darna by Out of Africa,-3.722380952380952,a8787380505425014346,6KC0NLKFQIetOW1ITm-WVw,"vegan friendly,african,fast food","night,waiter,dinner,happy hour,tagine,cocktail,lamb,beach,couscou,moroccan food",restaurant
Butterboy,Butterboy,-6.885530973451328,a10471044087715596746,TaOAIwy8TzueOHq0MH1qsg,dessert,"milk,soft serve,caramel,price,nutella,snickerdoodle,salted,cookie,macadamia,sweet",bakery
Butterboy,Butterboy,-6.885530973451328,a10471044087715596746,TaOAIwy8TzueOHq0MH1qsg,dessert,"milk,soft serve,caramel,price,nutella,snickerdoodle,salted,cookie,macadamia,sweet",bakery
Samjon Seafood,Samjon Seafood,-5.5714952246197385,a17576175458577186475,a9NaaNDjSuKe9Cs9vIoggw,"fish and chip,seafood,comfort food,family meal","calamari,price,lunch,chip,cooked,value,salad,grilled,takeout,mall",seafood market
Samjon Seafood,Samjon Seafood,-5.5714952246197385,a17576175458577186475,a9NaaNDjSuKe9Cs9vIoggw,"fish and chip,seafood,comfort food,family meal","calamari,price,lunch,chip,cooked,value,salad,grilled,takeout,mall",seafood market
The Nepalese Joint,THE NEPALESE JOINT,-1.1675,a15195203174846598252,cfyYiCe_TBuDCgEmdQQmLQ,"nepalese,asian,noodle,street food","bowl,atmosphere,curry,veggie,dumpling,jhol,home,to go,delivery,momo",nepalese
The Nepalese Joint,THE NEPALESE JOINT,-1.1675,a15195203174846598252,cfyYiCe_TBuDCgEmdQQmLQ,"nepalese,asian,noodle,street food","bowl,atmosphere,curry,veggie,dumpling,jhol,home,to go,delivery,momo",nepalese
Three Beans (Warringah Mall),Three Beans Warringah Mall,-4.348118081180812,a3159171465558444842,fF4SnP5BTvi3T-z9yGHKSQ,"healthy,cafe,breakfast and brunch","price,management,barista,beef,banana bread,meal,burger,to go,bacon,playground","coffee,breakfast,cafe"
Wild yak Tibetan restaurant,Wild Yak Tibetan Restaurant,-0.56,a16097876702437010809,7x0e7nwHSaqsXVaWW1KSZg,asian fusion,"price,chef,lunch,tibetan food,dumpling,momo",restaurant
Brazileirinho Restaurant,Brazileirinho Restaurant,-5.213852481398048,a11037777701882349495,cJ5dlSWURrKcN717BnqQIQ,"brazilian,comfort food,burger,modern australian","feijoada,vegan,food,ferry,price,chef,coxinha,picanha,service,bean,girl","coffee,brazilian,takeout,juice,breakfast,restaurant"
Brazileirinho Restaurant,Brazileirinho Restaurant,-5.213852481398048,a11037777701882349495,cJ5dlSWURrKcN717BnqQIQ,"brazilian,comfort food,burger,modern australian","feijoada,vegan,food,ferry,price,chef,coxinha,picanha,service,bean,girl","coffee,brazilian,takeout,juice,breakfast,restaurant"
Sandbar,Sandbar,-2.7225925925925925,a16900509471549705089,e-WElzRESnKdYIcoLaJwUA,"bar food,modern australian","dinner,food,cocktail,espetada,service,beach,table,pay,breakfast,toast,waiter","australian,breakfast"
The Pizza Shop,The Pizza Shop,-5.570769230769231,a13970377774456445565,ecw_ZrJRSu-QunFxLtby9A,italian,"garlic bread,wing,pesto,price",pizza
The Pizza Shop,The Pizza Shop,-5.570769230769231,a13970377774456445565,ecw_ZrJRSu-QunFxLtby9A,italian,"garlic bread,wing,pesto,price",pizza
Salt Meats Cheese (Dee Why),Salt Meats Cheese Dee Why,-4.149331125173028,a16698311965157174350,vSJBP3u2TByYtirXilMl3g,"italian,european,pizza,pasta","night,dinner,price,atmosphere,music,drink,waitres,table,takeout,italian",restaurant
