uber_Name,google_Name,average_health_score,google_cid,uber_id,uber_categories,google_Category
"Adam's Kebab, Pizza & Pide Hurstville",Adam's Kebabs & Pizza-Pide,-5.051177042801556,a2936789529356298734,hsdjtcXvRuWJQXQogulSYA,"middle eastern,comfort food,lebanese,allergy friendly",kebab
Inigo's Kitchen,"Inigo's Kitchen Filipino Restaurant, Bakery, Catering",-2.9086770428015565,a5818697284092287923,QlpH3rccQ0WqrzmOhXMfRg,"filipino,comfort food,south east asian,family meal",restaurant
Nimto The Invitation Modern Nepalese Restaurant,Nimto : The Invitation,0.0,a11941675475540975202,uQV2GqzXTvaD7iw4Hg3XuA,nepalese,nepalese
Mr Chao BBQ,Mr Chao BBQ Bar 朝記燒腊,-3.9365957446808513,a9954724590049178568,85jOt4BqS5eLL8XuFG-cZw,"chicken,bbq,chinese",chinese
Cliff cafe&pho,Cliff Cafe & PHO - Vietnamese Cuisine,-2.1999999999999997,a266669979480148944,flOpDtUxWaOKezgXCjuUzQ,"healthy,noodle,vietnamese",vietnamese
Zhengxin big fried chicken,Zhengxin Big Fried Chicke,-4.38149846841626,a5486301917909773345,Rxi_WdAuTZ2clKq00dK2XQ,"chicken,comfort food,chinese",chicken
Boschetto,Boschetto Cafe,-6.558351999309466,a14131151185351220722,xidujj61W8SgMy40fLKYuA,"breakfast and brunch,burger,american",cafe
Jia Jian Cheng Chu Takeaway,Jia Jian Cheng Chu Chinese Malatang Hotpot,-2.7899290780141848,a12599485139909828053,sBLw0NBuWfCrxP4NM0-MMA,"chicken,asian,chinese",restaurant
Anatar Lebanese Restaurant,Anater Lebanese Restaurant,-6.255000000000001,a1039299086387234170,6E9Sfb7LQKKv1dG5z95MPw,"middle eastern,lebanese",lebanese
Cinnamon (Balmain),Cinnamon Balmain : Bar & Restaurant,-0.61,a3497017240237199577,cKPdJGTZTAK9dxwG18zlMg,"asian,thai,chinese",southeast asian
Manta Restaurant and Bar,Manta Restaurant,-4.676666666666667,a5273848755982170455,eacFLFrQRkq45fwUfHdxGA,"healthy,seafood,modern australian",seafood
Bukhara Indian Restaurant,Bukhara,-1.0,a17301541849931369317,QYHVKwr7SVy-97cssEOzrQ,indian,indian
Ros Niyom Thai Restaurant,Ros Niyom Thai Restaurant and Bar (Kirrawee),-0.2958823529411765,a4434666538203805588,YlAokAiESkyhhWpRnOpMIg,"salad,thai,soup,noodle",thai
Umaya (Kirrawee),Umaya Japanese Restaurant,1.9566666666666663,a1216606595611078230,q024F-g8SU2zZy9-iIUibg,"asian fusion,sushi,japanese",japanese
Pellegrini's,Pellegrini's Italian Kirrawee,-4.752441500230703,a2582436607033503860,pVfcTWKCTWSI4xP9tbBnnQ,"italian,european,pizza",restaurant
Joe Junior,Joe Jnr,-3.6783291614518148,a641979505696642127,aW1zKOy7RaC1qrSRnXfAgQ,"chicken,roll,family meal,salad",chicken
New Golden Emperor Chinese Restaurant,New Golden Emperor Thai and Chinese Restaurant,-0.77,a363679623100068773,qB99febxTRWdQlImgU2XDQ,"thai,noodle,chinese",thai
Jai Dee Thai,Jai Dee Thai Restaurant,-0.41500000000000004,a7440587256546471886,HjmGY9H6T8OQyyo70rBy6g,"asian,thai",thai
Metro (Jannali),Woolworths Metro Jannali,-6.8525,a8797296798219013355,7Pcss25sTkW7vc4ukAGXYQ,"everyday essential,convenience,healthy,grocery",supermarket
Jamaica Blue (Miranda),Jamaica Blue Westfield Miranda - Level 2,-2.8699061032863846,a12517125262147327102,XWj9Gu-7T-i84hSpGs0uhw,"cafe,sandwich,modern australian",cafe
Gang Thai Restaurant Miranda,Gang Thai,-0.64,a5182124150237545519,chYSCMkbRb6OYMONN1z9lg,"thai,south east asian",thai
Gozleme Grill Miranda,Gozleme,-6.34,a7473584407834823914,CwXQkrb9SYWvqjxIDZe74A,"turkish,middle eastern",turkish
Mad Mex (Miranda),Mad Mex Fresh Mexican - Miranda,-5.654285714285715,a13083011879941728626,5-X3ZbrGTT2eP5JBF4GmOg,"healthy,fast food,mexican,vegan friendly",mexican
Barbicrew (Caringbah),Barbicrew Catering Events,-3.286,a3669728337301038262,VMCcYIDpU5m-4_7wP6Mmdw,"south american,bbq,brazilian,latin american,steak",restaurant
Sing Hing,Sing Hing Restaurant,-2.2666666666666666,a9308275991105850938,gL6AnbmCSkWpVlE7c4q2ig,"seafood,noodle,chinese",chinese
Mr India Good Taste & Flavour,Mr India,-1.0,a15143329171019001644,W-robTfARHmCCI3_xGQmaA,indian,indian
Loftus Liquor Shoppe,Loftus Liquor,-5.629823304401312,a1652317498998457880,FDA8KIQeWziVQXtQwG7YGw,"alcohol,wine,drink",liquor
Big Burger,Big Burger Fast Food,-5.955493620414673,a16563990147034274044,5GbhUz3UTVK5ckuvBRUrlQ,"fish and chip,family meal,burger,modern australian",fast food
La Vera Sylvania,La Vera Pizzeria,-4.375774833564037,a7234513767724459924,K56r1NjSci3upxmpC2eCg,"italian,pasta,pizza",restaurant
Chopstick Vietnamese Cuisine,Chopsticks Vietnamese Cuisine,-0.39,a12204321666291809744,vYlcMkpuTZWkrTyfLauDWg,"asian,vietnamese",vietnamese
Don't Tell Tiger,Don't Tell Tiger Cafe and Thai Restaurant,-0.5866666666666668,a10178090164857295333,qPht7_hxVeK5A9_yvoCsxA,"asian,thai,noodle",cafe
Domino's (Gymea),Domino’s Pizza Gymea,-4.813213868535859,a9510383101827264576,2WL3A7rHTdmjymL9h3DnBA,"italian,gluten free,pizza,dessert",fast food
Okami (Sutherland),Okami Japanese Restaurant,1.738420897590837,a3834079148732636863,cM2tSWHxVbGp9PM6g3VVNw,"sushi,asian,japanese,bento",japanese
Tuk Tuk Thai,Tuk Tuk Thai Take Away,-3.959118028534371,a2115856050208321925,htcp9jbtQ6iTrcWYExnKkA,"chinese,bbq,comfort food,healthy,thai,fast food",takeout
First Choice Sylvania,First Choice Liquor Market Sylvania,-8.0,a7051324334888638107,eNOLno5EVIyxYddDEd-zfw,alcohol,bottle
Suntop Bakery,Sun Top Bakery,-2.6551769911504426,a6551069210670917323,mpQfxUSPQI-G8Ek2ZwMYrg,"roll,dessert,pastry",bakery
Suzie Dukes Burger and Grill (Kareela),Suzie Dukes,-6.458790077923943,a10447900771722026977,SUmIL3_aR-yPscRRqLsDyg,"doughnut,burger,fast food,dessert,family meal",burger
Fixies Cafe,Fixies Espresso,-3.4280241844671964,a15047523939033767173,M_vzphr2RcuXK_8FDqaUtg,"sandwich,breakfast and brunch,juice and smoothy",coffee
7th Heaven CafÃ©,7th Heaven Cafe Kirrawee,-4.39135751780053,a17727059070403057608,CythUJ2qQOO_fkQjsPEEOQ,"breakfast and brunch,sandwich,american",cafe
Gloria Jeans (Sutherland),Gloria Jean's Coffees Sutherland,-5.414374911781905,a9489726537406271853,8pkAsCtGSu-UmZVoSq6v_g,"breakfast and brunch,coffee and tea,american",coffee
Greenhouse on flora,Greenhouse on Flora Cafe - Sutherland,-5.285018665976133,a15825636327238464205,0rKY2N8HQIqLltcKKqHOkg,"breakfast and brunch,burger,modern australian",cafe
SushiJi,SUSHI JI,3.215,a10510130262953605023,E_58tly1UyeaHE8H0laYdw,"sushi,japanese",sushi
Royal Curry House,Royal Curry House | Best Indian restaurant in Sydney,-3.2156874189364464,a3651037544550993464,HjXqVMlTRe6Zu19WfO0LNQ,"comfort food,indian curry",indian
Base and Burger Mount Annan,Base and Burger/ Pizza bakers,-5.639085674769615,a18022111717841372594,tVKVtMLWTpmcti-jJkWLYw,"pizza,bbq,burger",pizza delivery
O.P. Burgers at The Grid,Op Burgers At The Grid,-6.117675438596491,a7018123552017490514,8aQRGEHRS9-Qx3f2oOYbIA,"modern australian,family meal,burger,fast food",restaurant
Galinha (Narellan),Galinha Burger Narellan,-6.8835672514619874,a9597677677991917423,41ihjBt-ROCojEaZQNEDdQ,"family meal,burger,fast food",burger
Gloria Jeans (Narellan),Gloria Jean's Coffees Narellan,-4.20292349726776,a3914600492379458501,BSFhE5qnTjmsO1QGEn-ExA,"cafe,coffee and tea,juice and smoothy",coffee
Crust Gourmet Pizza Bar (Narellan),Crust Pizza Narellan,-3.5121813344321726,a13476464754228226376,XXt3umXMTT2Nb2cGmE9lDg,"italian,gluten free friendly,vegetarian friendly,pizza,dessert,vegan",pizza
Golden Lake Chinese Restaurant,Golden Lake Chinese Seafood Restaurant Narellan,-2.8842481789289245,a18303658574175466707,ulJodTznW86mXuqNHYmSSg,"vegetarian,soup,chinese,noodle,roll,chicken,fried food,rice dish,fish and chip",chinese
Piccola Italia,Piccola Italia Pizzeria,-4.375774833564037,a5540405543882585183,dpEepUxNQJKzRGD1xyO0YQ,"italian,pasta,pizza",pizza
Okami (Camden),Okami Japanese Restaurant,1.9933333333333332,a3212220253277145668,oZNq_lGcX2m6b5wL3pzVlQ,"sushi,asian,japanese",japanese
Mary's Recipes,Mary’s Recipes,-6.56827763496144,a14668813365967510640,eAjvMFZ5RzGh0nTk0Wgr_g,"pizza,fast food",restaurant
Prime Cafe,Prime Café.,-4.39135751780053,a5950458990872895192,c6xWjPubRr6Y8GUfRSRlIQ,"breakfast and brunch,sandwich,american",cafe
Bharat Lakeside,Bharat lakeside Indian Restaurant,-2.376923076923077,a14602284357522729462,yvwJIcUtQs6mpSs2MvS_GA,"indian,italian,asian fusion",indian
IGA Liquor (Claremont Meadows),Claremont Meadows IGA Plus Liquor,-7.454249827698804,a11242402792349051747,pTk6yMn9Tiix4TlehVN0EQ,"alcohol,wine,bottle shop",grocery
Cam Inn Chinese Restaurant,Cam Inn Chinese Asian Restaurant,-1.6775,a4458579326527100433,keprX1m7StGZfVCL0ylodA,"soul food,asian,noodle,chinese",chinese
Nahm Thai Jordan Spring,Nahmthai Cuisine Jordan Springs,-0.41500000000000004,a1456550147929708752,LgSiNDesRImO2-rc6MNsEQ,"asian,thai",thai
Sahaj Indian Food and Bar,Sehaj Indian Food and Bar,-2.3755555555555556,a14997692425766577907,dToZ0pfsQJ-ZXxib2sGijg,"indian,family meal,indian curry",fine dining
Domino's (Cambridge Park),Domino's Pizza Cambridge Park,-4.813213868535859,a17963693447713262677,_Q8TyLsYRsmvxk2CmXVmnQ,"italian,gluten free,pizza,dessert",fast food
The Coffee Club (Cranebrook),The Coffee Club Cranebrook Drive Thru,-4.708624947069143,a14086774112367882855,iST-oLnPXYePXaaRqz66uQ,"coffee and tea,breakfast and brunch,american,modern australian,cafe",cafe
Leaf Cafe & Co (Cranebrook),Leaf Cafe,-5.414374911781905,a15749274303904241021,MzPVMgtFUxOqwtrr-3c2zQ,"breakfast and brunch,coffee and tea,american",cafe
Piccolo Me (Werrington) Menu,Piccolo Me Werrington,-5.615097828563289,a15228673017283101600,ackYE67vWi66h-6UUuoQBQ,"drink,breakfast and brunch,wing,burger,american,dessert",cafe
Yes Indeed Thai,Yes Indeed Thai Restaurant,-2.4608823529411765,a204638422047956377,6gU6SEEThyfWFgZxNJwrQ,"halal,thai,allergy friendly,salad",restaurant
Tin Thai,Tin Thai Restaurant,-0.41500000000000004,a7517214344019639911,OQygj5sRRAS6oA3pRVMuqw,"asian,thai",thai
Mastika Gelato Desserts,Mastika Gelato & Cafe,-7.085,a16282723891935394496,o1AICMr-RZOFjb_F_6ILAQ,"turkish,ice cream and frozen yoghurt",ice cream
Jailhouse Rock Pizza Restaurant,Jailhouse Rock Pizza. Earlwood,-5.393662250346056,a15728956033096712065,TsXB7PZ9SpaPuaj0-glooQ,"italian,pizza",pizza delivery
Mul Chowk Kitchen - Nepalese Cafe,Mul chowk kitchen,-0.225,a7979896636455530098,TepHn977SXqglF4BETAL8Q,"nepalese,asian",nepalese
Ourien Chicken & Korean,Ourien Chicken and Cafe Campsie,-4.661177042801556,a6322604966059541234,zP8FCOERnSF_v4OXAbgFw,"fast food,korean,comfort food,chinese",restaurant
Mae Moon Thai,Mae Moon Thai Restaurant,-0.38,a5654265943775631671,vza_xR1mTlivkf36-bmYdQ,thai,thai
Cafe Talk Nepalese Restaurant (Campsie),Cafe Talk Campsie,-2.9015693904020754,a8309287004716372965,HCZltILiXHqhBUNEG0zXLQ,"nepalese,cafe,comfort food",nepalese
Crust Gourmet Pizza Bar (Belmore),Crust Pizza Belmore,-3.5121813344321726,a15630602871332957199,qSEd-9hLSqy9fBfe_Dj7ew,"italian,gluten free friendly,vegetarian friendly,pizza,dessert,vegan",pizza
Stax On,Stax On Burgers,-7.8653508771929825,a3693618801526759058,Gqopz9kESKmZSJjph4Saog,"burger,fast food",burger
Malaysia Hometown Hawker,Malaysian Hometown Hawker,-1.1900000000000002,a4662430103706768646,831lm3TfRPOeu-0XGgyRZg,"asian,malaysian,chinese",malaysian
Supreme Pizza - Earlwood,Supreme Gourmet Pizza,-5.393662250346056,a16888367605292057789,I6FIm2RiS4CZxglZPatd6w,"italian,pizza",pizza delivery
Domino's (Bexley),Domino's Pizza Bexley,-4.813213868535859,a9499689917537792538,Xjqy9LCHQ7iYGQd10U5A1Q,"italian,gluten free,pizza,dessert",fast food
New Keungkee Seafood Restaurant,New Keung Kee seafood restaurant,-1.8099999999999998,a12236501791540004420,79q_Fh9qTje_sDaQEVyFrw,"asian fusion,chinese: cantonese,seafood",seafood
Hokkian Kia Kitchen,Hokkien Kia Kitchen,-1.0433333333333332,a10531131042834407591,OC3Ay4BfSNaMXnx2gcoC0Q,"asian fusion,asian,malaysian",malaysian
The Charles Corner,The Charles Corner cafe,-4.869331125173028,a9972872003622164628,YSUcQNGWTNmgQocGaGWMEw,"italian,pizza,seafood,modern australian",cafe
Master Guo Noodle House,Master Guo's Noodle House,-0.3808301095089668,a8170592170448639653,KTxmHgM5Xt2nGF94zLKFCw,"rice dish,soup,noodle,chinese",chinese noodle
Satay Inn,Satay Inn - Malaysian & Chinese Cuisine,-0.8300000000000001,a16592190758240913876,a6I649ziXsyGUqGe937AKA,"asian fusion,noodle,chinese",malaysian
Kingsgrove Hotel Bistro,Kingsgrove Hotel,-5.586806688081707,a2458482425048461388,ip2rsk3PW3ao94tfNusUfA,"sandwich,burger,american",pub
Ishiyama Japanese Dining,Ishiyama Campsie,0.5199999999999999,a13174323034425841595,pZFsBrr0R6GqXjyGdxrzrA,"sushi,japanese,seafood",japanese
El Senor Mexican Taqueria,El Seńor Mexican Taqueria,-2.0366666666666666,a2816732861994641168,kX2tnLRoRX29pf_wuVYVRg,"burrito,taco,mexican",mexican
Shi gol jip,Shi Gol Jip Korean Charcoal BBQ Restaurant,-0.6911764705882354,a2176572354327922055,eseSybrtUKus8TsncgpWAg,"drink,soup,salad",korean
Enzo's Cucina (Penshurst),Enzo’s Cucina,-3.9013693504938645,a3435227037121788778,RwqQxDqwS2SrWumM5g66Xw,"italian,pasta,comfort food,allergy friendly",italian
Thai Addict,Thai Addict Restaurant,-0.957843137254902,a12613624342266225672,EOuti6K2TWCR80eVX8XMFQ,"roll,tom yum,salad",thai
INDOCAFE,Indo Cafe & Restaurant Authentic Indonesian Food,-1.225,a12427682290589242534,p_tbUd4LQj6WqihmfZ4Myw,"indonesian,asian",indonesian
U know thai kitchen takeaway,U Know Thai Cuisine Earlwood,-1.0575,a1655773937152332247,1qg2Q7U9Rlqfukq2HMmqxw,"asian,thai,allergy friendly,noodle",thai
Campsie Charcoal Chicken,Campsie Charcoal Chickens Campsie,-6.516666666666666,a17411156018777765961,50nfTAJDSfCd-YNK1pMfNQ,"greek,family meal,fast food",chicken
Liquid Art Cafe,Liquid Art Café,-4.027708245115238,a14044906945580820595,rSPpCDfGQ7uow1NsFFie5g,"cafe,breakfast and brunch,coffee and tea",cafe
J's Kitchen Steakhouse - Campsie,J's kitchen steak house Campsie,-4.844902723735409,a18318807691430913876,RBlLIDCET4GIqxHjkPnhAA,"comfort food,steak,american",bistro
Uncle8 Vietnamese,Uncle8 Vietnamese Fusion & Bistro Campsie,-0.4381690140845071,a12779566561656854576,347FlQ9bT_WkBCpUlF-_Hw,"asian,vegetarian friendly,vietnamese",restaurant
WILL & GROVE PTY LTD,Will & Grove,-5.340917315570567,a12808634461450955539,ve9SMSPHWWWq36_K7QKaIg,"fish and chip,pasta,burger,fast food,kid friendly,salad",cafe
Golden Lotus Asian Cuisine,Golden lotus Kingsgrove,-0.4633333333333334,a12632034898633235445,0VciBWiXQ86AZdRhutSlqQ,"asian fusion,asian,thai",restaurant
363 Cafe Lounge,363 Cafe Lounge & Bakery Campsie,-5.364181902693064,a13639310605276901041,roW20yR4Q9GVV_Xd-4oP7g,"middle eastern,breakfast and brunch,pizza,cafe,fast food",cafe
Meeting Morgan,Meeting Morgan Café,-4.141041578448571,a186055740699553352,q-tfEoIYTeqoWhGjwU1eKA,"breakfast and brunch,coffee and tea,modern australian",cafe
Naz's Cafe,Naz’s Cafe,-5.502419008102948,a7695694609019155774,UqFJIR8tQi2i8xTB1R5cPg,"pizza,cafe,burger",restaurant
Shaw St Sandwiches,Shaw St Espresso,-3.8390042001566584,a8260155824990975801,9ac443X1Upyc3Crp-yKoaQ,"coffee and tea,coffee and tea,sandwich,breakfast and brunch,burger,sandwich,modern australian,cafe",cafe
William & Alexandria,William and Alexandria Café,-4.451041578448572,a1201644490950067496,TZXu1BHzSNG5PmnNmL3MLw,"breakfast and brunch,coffee and tea,juice and smoothy",cafe
Istanville Turkish Pide and Kebab,Istanville Kebab And Pide Shop,-5.9350000000000005,a11286745250359391815,Xtp0HFLJRGSwzInpKpImyg,"turkish,mediterranean,middle eastern,family meal",turkish
Chalk Espresso Bar,Chalk Espresso Cafe,-3.370882352941176,a8044730113845356009,tBpoFGdnRi2xVvu7KgzjdQ,"australian,cafe,modern australian,salad",cafe
Old Town Delights,Old Town Delights Thai Food,-0.655,a6563928039639040826,aFP-IjjYRZmzcseMyjGb4A,"thai,noodle",thai
Kob Kun Ka Thai restaurant,Kobkunka Thai Restaurant Kingscliff,-1.9113950539740827,a6805054923274485917,ImWCwCOXVPWOWroxDzFG1Q,"soup,noodle,dim sum,roll,bbq,stir​ fried,rice dish,rice and curry,dessert",thai
Jags Ristorante Bella Vista,Jags Restaurant,-4.375774833564037,a4344627083553907958,YmRF1XEHQ8G3X10zyfoU8w,"italian,pasta,pizza",pizza
Mad Mex (Norwest),Mad Mex Fresh Mexican - Norwest,-5.654285714285715,a8111035454631490346,KkYJ9sTeT2uOou5pC2RTaw,"healthy,fast food,mexican,vegan friendly",mexican
Lil Cilantro (Bella Vista),Lil Cilantro,-0.39,a4450936694791385975,VUol16FHSty4wd8_XrCFAg,"asian,vietnamese",vietnamese
Harry's Cafe de Wheels (Marsden Park),Harry's Café de Wheels Express - Marsden Park,-6.933977043398753,a17937054928176572984,O6j_80_AQTOOoOhkmQnogw,"breakfast and brunch,hot dog,american,dessert,fast food",fast food
Talking Tables,Talking Tables Indian Cuisine Kellyville,-2.517308868501529,a4213013371636623646,9AlJYbtIQlqmp3C7XhaFVQ,"vegetarian,indian,asian fusion,biryani,asian,fast food",restaurant
Wild Bean Cafe (BP Quakers Hill),Wild Bean Cafe,-6.788236057068741,a5623607367307179019,OLRSwfdwUmGpxPj9NCAW0Q,"everyday essential,convenience,comfort food",cafe
The Seed Thai Restaurant,The Seed Thai,-1.5733333333333333,a3106853625850296208,zpU7dGfAR3GBpoSG6I0LZg,"bbq,asian,thai",thai
Jheel Indian Subcontinent Cusine,Jheel,-3.0599290780141843,a2675894732582818302,owdbuRmVTcCrmutEFZvgfA,"indian,chicken,south indian",modern indian
Quoi dining,Quoi Dining Restaurant,-5.105,a17407621213260880961,g-LyaaCGS0ugk6qFync59Q,"french,fast food",restaurant
Piccolo Me (Norwest),Piccolo Me Bella Vista,-5.134577374989543,a16433798593806586740,xxEbu5L6ScWmhNxWSO5Xjg,"coffee and tea,breakfast and brunch,burger,dessert,salad",cafe
The RED Estate Espresso Bar & Cafe,The RED Estate Coffee Roasters,-5.1716853326428,a1155290902532112887,mjRFv0MrRAK1zn4Jlmv8ag,"cafe,breakfast and brunch,burger",coffee
Golden Palace Kellyville Village,Golden Palace Chinese Restaurant,-0.725,a3724944818929888117,j1m1fzj2SYWkVG7GWP9g9w,"asian,chinese",chinese
Makimoto Kellyville Pty Ltd,MakiMoto Kellyville,1.8333333333333333,a8471488446992573639,CBIwKbUJTnKOhTVzvjcYrw,"sushi,japanese,noodle",japanese
La Boucherie,La Boucherie French Restaurant,-3.5136770428015565,a2256975321267565963,m9rrFIjHSSu4uruRiT3Zeg,"french,steak,seafood,comfort food",restaurant
Kuali,Kuali Malaysian Chinese,-5.088236057068742,a8503421433067932803,2Mducr7bQZiFSNVrbvUVpg,"comfort food,malaysian,fast food",restaurant
The Hills Chinese Takeaway Food,The Hills Chinese Take Away Food,-2.143333333333333,a925794411243049674,EHbs4XS8SqWrIjkACllWTQ,"asian fusion,seafood,chinese",chinese takeout
Georges Gourmet Pizzeria Castle Hill,George's Pizza Castle Hill,-4.623013293873481,a1503541960305411575,KfH_dUTLTy6Mt_XrStmvnw,"italian,pasta,pizza,comfort food,juice and smoothy,dessert,salad",pizza
Wok Works,Wok Works Thai Restaurant North Kellyville,-4.546666666666667,a18074707351660590548,knkUA6lKRaCaEdYc1Ui64g,"healthy,thai,fast food",restaurant
Costi's Fish Market (Winston Hills),Costi's Fish Market Cafe,-4.498700534759359,a4427369434790632755,wL0-idqVSeKvnygrg_owzg,"cafe,fish and chip,seafood,salad",takeout
Hoi An Vietnamese,Hoi An Terrigal,-4.491569390402075,a17840061370459595403,hTA0uZ_uVn6EOBGG0CpCSw,"comfort food,vietnamese,fast food",vietnamese
Jolly good Indian,Jolly Good Indian Restaurant,-5.67149846841626,a645251433003099148,k2S0aCqdU6uJNcVJGdwIpg,"chicken,comfort food,seafood",indian
Domino's (Mingara),Domino’s Pizza Mingara,-4.813213868535859,a15354347199531247434,GJl7F_IPVw-YU7D_Px3R5g,"italian,gluten free,pizza,dessert",fast food
KOL'S KEBAB,Kol's Kebabs,-6.966595744680852,a17730084678692535316,wbwtczZURyu3C54vNTzV5Q,"chicken,middle eastern,kebab",kebab
Despresso Caffe,D espresso Caffe,-5.414374911781905,a15700248145245076689,daJdr1o4WHys6F9hO47JoQ,"breakfast and brunch,coffee and tea,american",cafe
Bamboo Buddha Cafe,Bamboo Buddha Cafe and Nursery,-3.9226650914396837,a15983799004985529796,h_gwZeAJWO-AmiE5JwICUg,"vegetarian,coffee and tea,drink,burger,cafe",cafe
Thai Kitchen Restaurant Belrose,Rampai's Thai Kitchen Restaurant,-0.38,a5264291030722219908,zYFmsf8hSmibyln_pT2dWA,thai,thai
Base and Burger - Forestville,BASE N BURGER,-4.796814256077211,a13359228422514068949,N5523coNSlKO7Sfu6NmXwg,"pasta,pizza,burger,modern australian",pizza
Brooklyn Inc. Burger,Brooklyn Inc,-7.564058181959323,a4614279996467130464,8r8f1HyOQD2EdzOZU6sQlA,"fast food,dessert,burger,american",fast food
Stella Blu Belrose,Stella Blu Kitchen and Pizzeria,-4.375774833564037,a7737741103510404729,ro54kY8XTGmc3GO7UFtcTw,"italian,pasta,pizza",italian
First Choice Forestville,First Choice Liquor Market Forestville,-8.0,a7091081133615266205,kmRVOkAUVL68TaV3m8CMCw,alcohol,liquor
Domino's (Forestville),Domino's Pizza Forestville,-4.813213868535859,a11927638909835621113,9SCSrT3PTVGoxjjh9Iuksg,"italian,gluten free,pizza,dessert",fast food
Wild Bean Cafe (BP Forestville),Wild Bean Cafe,-6.788236057068741,a1050439568747680837,eP7Qkg2jW-ubP2R8P9rVog,"everyday essential,convenience,comfort food",cafe
Imm Thai,Imm Thai Restaurant,-1.5922549019607841,a6523955836141145628,fHkynwl4QPy9AGyI_LnV9Q,"soup,noodle,asian,fast food,thai,salad",thai
