uber_Name,uber_id,average_health_score,categories
Zaynas Lebanese - Glebe,CoaTpMGRUBuYr1Jk2dAZrw,-5.308753312945973,"vegetarian,kebab,lebanese,healthy,vegan,fast food"
Hangry Tomato (Glebe),c8gvNxnlVT6g6y7qypOpNA,-4.375774833564037,"italian,pasta,pizza"
Kitchen 871,Z0bjljxZQPehzcrr3jt52Q,-6.423567251461988,"modern australian,burger,american"
i-Creamy,WL97eR1-QaqCbmnYR0LY_A,-7.177765486725663,"ice cream and frozen yoghurt,dessert"
Tamsang Thai,FXji8G8sTeC1GvritCtlCA,-0.9246120906501843,"asian,thai,stir​ fried"
"GEMINY Grills, Pasta, Wraps",F7toa1KpWyO-qnhXRhTzsg,-5.136923076923076,"drink,italian,american"
Luku Madness (Surry Hills),_pX4chA9RQOaKtop7JwxyQ,-7.177765486725663,"ice cream and frozen yogurt,dessert"
Chipped & Loaded (Surry Hills),st7t6k8qSaWGXOApXpECjA,-6.868677042801556,"chip,comfort food,soul food,fast food"
Dante's Hot Chicken (Darlinghurst),3b28oZ-LWea9yZ8rLGAr2g,-7.103039431926949,"chicken,burger,comfort food,american,fast food"
Sherwal,hm1j9gMjU3-jj1aYZkxkaw,-5.864331125173028,"italian,pizza,lebanese,mediterranean"
RaRa Chan,luEN5PXLWzCvMqSJhCGDyw,-3.3915693904020756,"korean,asian,comfort food"
Food Town by IGA (Rozelle),sSN1xTBGUyqPjn5v4IHxTA,-7.3566666666666665,"everyday essential,convenience,grocery"
New Britannia,L7ofmtXEWheiaajgqNL4ng,-6.928236057068742,"fast food,comfort food,american"
Burger Project (York St),UHT-TLJ_RpCGGQjiijCtIg,-5.0813524813980475,"european,comfort food,burger,modern australian"
The Captain's Balcony,ZNGcd-yIT5q6wVzqaFym8Q,-4.41862897985705,"modern australian,burger,bar food"
Lone Wolf Cafe,RVH6qSJfRK2pXu4BaO8Enw,-5.051088560885609,"drink,mediterranean,breakfast and brunch,american"
KX Burgers and Beers,D4vjIfYXT7aTRP6NXxpL3Q,-6.0649027237354085,"aus burger,comfort food,american"
Burger Q,9D5PHXX4QyOEuBkmC8-FFg,-4.378236057068743,"european,comfort food,gourmet"
3-Dots Cafe & Mini Mart,sKTw66m0Qi2bsI34q61q-Q,-3.382413720690127,"cafe,sandwich,wrap,coffee and tea"
Istanbul on Broadway,9E5Wa31tRcqdv6jtN1zpdg,-7.255350877192983,"turkish,burger"
Bean Sisters Cafe,MxEVN-obXpe88meHjCUcbw,-3.322803955022752,"coffee and tea,sandwich,asian fusion,dessert,cafe"
The Rendez Vous,LhxsZD48Tf6QUd8M-f3lwA,-5.63210006807352,"italian,dessert,gourmet"
Binge Kitchen,XzZxz9nSQQ6FJ2Tbf70iZg,-5.034858855259214,"greek,seafood,vegetarian friendly,mediterranean,chicken"
Homers Winmalee,eEinQQTXK-yPZrxiEj-jw,-6.866900584795322,"seafood,burger,fast food"
Winmalee Tavern,whWu83c5WXKDatj7X7XqjQ,-5.586806688081707,"sandwich,burger,american"
Bakers Delight (Winmalee),q0jQn_n0X16BjWnVFrjKMw,-2.7627273783663284,"pizza,breakfast and brunch,bakery,pastry"
Just Cakes Winmalee,JDV_QqOJXgSPED4M7MKz5g,-6.249961738997921,"dessert,breakfast and brunch,american"
La Montagna CafÃ© and Deli,YoL8eMSKW12slls4z9CTFw,-5.131858974358974,"indian curry,italian,mexican,american"
The Hotdog Bite,JeZ9Rq3USX226DtOBiB4ig,-7.55,"turkish,mediterranean,snack,hot dog"
Hungry Jacks (Glendenning),cvMBAK2VS6Cw0uVbIwzVDg,-7.042097797685704,"chicken,burger,american,family meal,fast food"
Couchfood (Glendenning) Powered by BP,VRQmDe-7RJyDC4aRStaBQA,-7.57,"everyday essential,convenience"
Red Rooster (Glendenning),ue_M_WE_SDeKF786t2TCkA,-6.892622247107131,"chicken,family meal,burger,fast food"
Burger Head (Marsden Park),jaOtot_sRlKv_MXUCtxxgQ,-6.5177049627960955,"comfort food,burger"
WingStreet By Pizza Hut (Marsden Park),jz3jwDsqSKqRHlae7MzERg,-7.7813827433628315,"snack,chicken wing,dessert,family meal"
Jimmy's Kebabs,LfUbS9juSemjqncKD86VIQ,-6.346595744680852,"mediterranean,middle eastern,chicken"
Oliver Brown (Merrylands),aObi3x9_TJ6a8lYiqioaGQ,-4.91476715508487,"cafe,dessert,coffee and tea"
Subway (Rosehill),FWKvbvNRTKmiFURWHIyyqg,-4.364012092233598,"sandwich,breakfast and brunch,allergy friendly,healthy,family meal,fast food"
Basted (Merrylands),62SdBj3ZXLK8yl3BAyf6Zg,-8.05262224710713,"portuguese,chicken,burger,fast food"
Bangkok Snap Thai Restaurant,I_zOzOcTUSCII1_GtbylQ,-2.5355446666764343,"exclusive to eats,thai"
Hog's Breath CafÃ© (The Junction),_i_CDL0IQyGGHU878QFGsA,-4.456900584795322,"bbq,steak,burger"
The Rose Garden Cafe,wxe8F8FKVP2sU6vFE5amXg,-4.108118081180812,"halal,cafe,breakfast and brunch"
Olive and Oregano Bakehouse,RQOkulFVTc6VZ3HNfUqkyA,-5.072054780077612,"cheese,cafe,lebanese"
Coffee Embassy Bar,2N_PDsH5QSOggCYjLvqFxA,-3.0046908511338635,"cafe,sandwich,breakfast and brunch"
South Central Cafe,FwWFnSAzSUmwsMNAAhRS7Q,-3.6657107613012174,"sandwich,breakfast and brunch,coffee and tea,juice and smoothy"
Cafe Pyala,YFI1yFwfSv6bRKHbvU7F0w,-2.6,"roll,cafe,modern australian"
FAV FOODS - GRANVILLE,nAWhPWZqVvuS7fBMNgcz1A,-2.39,"roll,australian,family meal,vietnamese"
Beans & Barrels Rosehill,uGdaH888Tmibhzg3l9uqFw,-3.953693576946889,"sandwich,allergy friendly,breakfast and brunch,burger"
Little Greece Breakfast,pvhDXYbpTvCCCmdy7kcbGQ,-4.658612953619871,"greek,coffee and tea,vegetarian friendly,chicken,juice and smoothy"
Grounded Space,7qu_eRMlQwGVRgBvnDp9Sw,-4.027708245115238,"cafe,breakfast and brunch,coffee and tea"
Jad's Burgers,zLrNkXvNQA2vqv0yZ0c_5w,-4.31014002141504,"australian,burger,sandwich"
Bebbanburgers (Woodville Rd),4-GTK3M7VKedY19suameCA,-4.39135751780053,"breakfast and brunch,sandwich,american"
"The Kebab Truck-Merrylands, NSW",D3H2VcK_U_mlkNc3dy4-Dw,-8.0,kebab
"Curry Home - Parramatta, NSW",ze8_EvFWXi2LYcaKXnxEuQ,0.0,curry
Lollipops Playland Cafe Parramatta,O0qIXYKUR9CvVKdeQyALdg,-6.343333333333334,"fast food,european,american"
"Hot Kurry - Parramatta, NSW",mJA66H_8V-C2zJtQjk1fxw,0.0,curry
"Matchstick Masala - Parramatta, NSW",QVReWqBsXwuSupb5cQk9wQ,-7.92,fast food
The Rosey Rabbit,6lDK-GDtRUu9GFh9wIIT-w,-4.448588560885609,"healthy,cafe,breakfast and brunch,juice and smoothy"
"Burger with a Chance of Fries - Merrylands ,NSW",1KAaIiziWrqU23rbhGr7Fw,-5.8835672514619874,"american,burger,drink"
Ampol Woolworths MetroGo (Gregory Hills),GQiYb3ETQlGzpTEC4-fblg,-7.3566666666666665,"everyday essential,convenience,grocery"
McDonald'sÂ® (Narellan),tjDirUtzSk-wnSZHULMgaQ,-7.072675438596491,"family meal,fast food,burger,american"
KFC (Mt Annan),jtRtH_2wVx-x4oWyvxfPDA,-6.683373227724151,"chicken,fried chicken,wing,burger,merchant delivery,comfort food,american,fast food,family meal"
Pizza Hut (Narellan),w3sgvESgRoyWjhIzLNZRJw,-4.57930402930403,"italian,family meal,vegan friendly"
Hungry Jacks (Narellan),sHClTfnLTlKkEezvazkaZA,-7.042097797685704,"chicken,burger,american,fast food,family meal"
Grill'd (Narellan),I_fQMkobVxCuQoAKlkoLRw,-7.023567251461988,"healthy,burger,fast food"
Red Rooster (Gregory Hills),1W2BCudMVFeGk4xZXUmq4Q,-6.4807424513763925,"fast food,burger,wing,comfort food,american,chicken,family meal"
Oporto (Gregory Hills),GYhyWmYiQnOAaTLA3BVD7g,-6.016383804078074,"chicken,family meal,burger,healthy,dessert,vegan,fast food"
BWS (Mt Annan),lwke9NHWXRaPbk0Txifu-Q,-8.68,"alcohol,snack"
Domino's (Narellan),AS3KbfxpSW6G-8E4E2tOzA,-4.813213868535859,"italian,gluten free,pizza,dessert"
Sweeet Street,IyGbkzeRTo2HuInaBEH8DA,-5.625176991150442,"turkish,dessert,street food"
Boost Juice (Narellan),D0rjeLcQcS_MsD4haA-5g,-5.003333333333333,"healthy,family meal,juice and smoothy"
Crown Charcoal Chickens,JMGwIstxQC2p4sCq9Sux4g,-5.219929078014185,"chicken,family meal,modern australian"
Broaster Chicken (Moorebank),VJGapFYEUESErmieKbzWdw,-6.769199526605791,"chicken,fried chicken,wing,burger,comfort food,american"
Wings for the Win ( Chipping Norton),wbelDGflUAqJ_6SaEns21Q,-7.044097797685704,"chicken,wing,burger,american,fast food"
The BNK Cafe Restaurant,nJANkGMwRJWyFs7K0GZ4Nw,-4.565518423307627,"mediterranean,pasta,pizza"
What the Sheesh (Chipping Norton),ruk3eJwQXTKpDWoos6PFrw,-5.454522152789513,"chicken,affordable meal,burger,lebanese,wrap,rice bowl,kebab"
Piccola Pizzeria,TVncaS5_QVucTwETIiVmGA,-3.310028227229195,"pasta,pizza,salad"
Red Rooster (Moorebank),PCEJX5jvQsW8TkMeSggVGg,-6.892622247107131,"chicken,family meal,burger,fast food"
Absolut Indian,BieEH20ESqeN-3_HQlX21Q,-2.3241666666666667,"indian,halal,allergy friendly,indian curry"
Golden Rose Chinese Restaurant,qtJ5OsUvRsidavCXJ4a3Ew,-0.7933333333333333,"asian,noodle,chinese"
Kam Ying Chinese Restaurant,DGV88LvLRFK35v8dkSfk1w,-3.123333333333333,"chinese,asian,fast food"
XS Espresso (Moorebank),JWRHY1VqTtqWDR5PSAGL9g,-5.275461653522211,"halal,exclusive to eats,breakfast and brunch,burger,pizza,dessert,cafe"
Sydney Manoosh Chipping Norton,v_s5wrQQRKuDBGHh-opITQ,-5.455518423307627,"halal,pizza,lebanese"
Fat Tony's Pizza,YLc4OrIKTbu1kORTTNK6gw,-4.386951304152272,"italian,pizza,salad"
Juice & Me,2bhTj_56UOq4-XpgRI_YMw,-2.7439059866848896,"plant based,sandwich,bowl,asian,comfort food,allergy friendly,vegan,juice and smoothy"
Lakeland Takeaway,v7FKdn5qSwKgGiRz-lMTPg,-6.892622247107131,"chicken,family meal,burger,fast food"
WingStreet (Moorebank),0owDMV9AVnaB2mD__RTzqQ,-6.142441500230704,"italian,pizza,american"
Subway Moorebank,cJSpeOaSgyKzDpRk3wtXw,-4.364012092233598,"sandwich,breakfast and brunch,allergy friendly,healthy,family meal,fast food"
IGA Xpress Chipping Norton,dOHDHZjET4263R5gc_0fMw,-7.265,"convenience,grocery"
Hammondville Cellars,3T2vAfP-VlSfQUEcgvFBJw,-5.629823304401312,"alcohol,wine,drink"
Chipping Norton Kebab House,biViiGb4ToqXtuaMlxXPCw,-5.734576095985476,"italian,middle eastern,turkish,pizza,comfort food,lebanese,family meal"
Moorebank Golden Chicken,4BQNqppAXIawJyY-ZFdAzg,-4.559188039241891,"burger,sandwich,asian,comfort food,american,family meal"
Couchfood (South Moorebank) Powered by BP,PWPYvUy9TE2EnPWJ6QSxVQ,-7.57,"everyday essential,convenience"
Eats 2 U (Chipping Norton),Ak9-XRMKTtitIXtwcS6FHg,-7.431177042801556,"comfort food,everyday essential,convenience,snack"
Fillippo's at Moorebank Hotel,SZTUAbETRx2QhNXQ6j3mDg,-4.953039431926949,"chicken,pasta,burger,comfort food,allergy friendly"
Foodary (Moorebank) by Ampol,XcHlE3anT2OaAosELvNcXQ,-7.57,"everyday essential,convenience"
Wild Bean Cafe (BP Bankstown Airport),f-4xFQkyX26pYCwgsZtkbg,-6.788236057068741,"everyday essential,convenience,comfort food"
Pizza Hut (Moorebank),NabY_EURUW-TWHbwIQR-uw,-5.836831125173028,"italian,pizza,family meal,american"
Hong Kong Boys Kitchen,tmkmaKQ8SdKO8Dqo9CjkUQ,-2.835,"fast food,family meal,soup,chinese"
Domino's (Moorebank),eE8frLrbR-ui5Zv0qH1QsQ,-4.813213868535859,"italian,gluten free,pizza,dessert"
Grillicious Kebab and Grill,GL9KnGPnSkqZZkWiCOPzag,-6.34,"turkish,middle eastern"
Flames Master,eydAXSptQbSZhhkOfirxZw,-5.138382352941177,"healthy,salad,family meal,fast food"
Pho More,dkUqHjc9QR6mUPHBVMDgVQ,-0.5933333333333334,"chinese,asian,vietnamese"
Moorebank Chinese Take-Away,a1JtpZa_S2CLLPYRGDSVwg,-1.5925,"family meal,cantonese,asian,chinese"
The Paper Mill Food,csFmtZyVR9KxYNo0FRw5FQ,-6.513628512154423,"pizza,burger"
Milperra Pizza & Pasta,CkHkq8k_Xp-Rl2K9byxpQA,-5.524683668714406,"italian,chicken,pasta,pizza,dessert,comfort food,fast food,fish and chip,salad"
Urbanista Fast Food Chipping Norton,l-7oL_BcQUW68vQG81NuLA,-4.8329234972677595,"drink,coffee and tea,fast food"
Spuds Seafood & Grill,iHHx7JoiUrKwsXmnLwpo6A,-3.4466666666666668,"european,seafood,modern european"
Liquorland (Chipping Norton),kIzyWiSXVD6uvG7j6ycYSw,-8.0,alcohol
Ka Wah Chinese Restaurant,O_y92CbSVoeRB0HpVlsLLQ,-1.9984633027522936,"vegetarian,thai,seafood,chinese"
Moorebank Pizza and Kebab House,Ry27TKxYRu6rGDPJd5xpHQ,-6.189138817480721,"turkish,pizza,family meal,fast food"
Wing World (Moorebank),JKKiCHboWFyPWSQDyn1-sw,-6.935901654265365,"fried chicken,wing,burger,comfort food,american,fast food"
Dessert Store Moorebank,dLLJJYXKRYW-KMNlPDP5Tg,-6.883106194690265,"ice cream and frozen yoghurt,convenience,everyday essential,dessert,family meal"
Sugar & Spice Thai Restaurant,DLyKEBO8W76e3iCcr-Scag,-0.5866666666666668,"asian,thai,noodle"
Riviera Restaurant and Lounge,GuKKVLgkUESZxhwHtGMcgQ,-4.372675438596492,"pasta,allergy friendly,seafood,burger"
Big Boss Grillz,KuW1lWHDQe2dyEJIRuX2kA,-6.89180330853073,"comfort food,burger,american"
Ben & Jerry's Ice Cream Moorebank,UyTwxsEAQq2dXsCE8wWvFA,-7.373882743362832,"everyday essential,ice cream and frozen yoghurt,convenience,dessert"
Moorebank Seafood,LmA1ROY1V-O-yqIbiT_dKg,-6.773567251461988,"seafood,burger,american"
Ali Baba Chipping Norton,lAKPcNo2Tn6Oqy_e0ybUZw,-5.98,middle eastern
Dippin Dots Frozen Bites Liverpool,7ByttJiUUmu2N411Sh2TgQ,-6.121843657817109,"healthy,dessert,ice cream"
Mr Fav Rolls - Chipping Norton,Qg05TLPwSrKp4WEbd9STSg,-0.8125,"roll,family meal,soup,vietnamese"
Nick's Diner,91kNDBc0V32XEsbH7nlP_Q,-6.497081985118439,"bbq,burger,comfort food,american,fast food"
Shebiby Brothers,1y87-qWFUcy035PeWrdtRw,-4.66,"middle eastern,arabian,kebab"
Wattle Grove Bakers,GUG8hLBrT-GRZGWgzmtJaw,-0.6315023474178404,"bakery,vegetarian friendly,vietnamese"
Plantas Coffee House,jWRRpPjyQCCXg4iNQdj6zQ,-5.388077055383557,"middle eastern,burger,salad"
Urbanista Cafe Chipping Norton,IBqsjMQaTUqS1hFiySI0TA,-2.9629234972677594,"cafe,bakery,coffee and tea"
Fried Chicken by Red Rooster (Moorebank),wL4VJrIcQAWdBmBV7WwjmQ,-7.685122247107129,"chicken,fried chicken,burger,fast food"
Cedary Bakehouse (Moorebank),yh4zEVPHReKtFSaZ3HcEwQ,-5.074252688225822,"middle eastern,bakery,comfort food,pizza,fast food"
The Pallet Cafe,dyj9Xc8PS6GEXqAAM-mohQ,-3.1301754385964915,"asian fusion,modern australian,burger,vietnamese"
Grillin it cafe,CkJxtPjjQ3eGz8paooFmpw,-4.388210761301218,"breakfast and brunch,sandwich,coffee and tea,american"
Piccolo Me Moorebank,vf20S5QATTi2PsUWjgPYsQ,-5.32028946497854,"coffee and tea,breakfast and brunch,sandwich,burger,american,healthy,fast food,dessert,salad"
Chef & Crew,_84tNQ10QgGZRgX8SSzJmg,-4.8213827433628325,"allergy friendly,dessert,mexican,modern australian"
Tandoori Garden,g3ZYY7nCTYa1sxvNG5sI_w,-0.78,"indian,asian fusion"
Urban Grind,q564XYJEQP2PLq5sXu4b_A,-3.723281183836429,"allergy friendly,breakfast and brunch,coffee and tea,modern australian"
Frankie's Food Factory (Milperra),pqdwpEfTREq-bzrGfChAqg,-3.8521771217712173,"cafe,breakfast and brunch"
Yeah Birdy (Moorebank),YNQT4akFQOCIbbh1jNXXJA,-6.051886300708472,"coffee and tea,chicken,fried chicken,breakfast and brunch,sandwich,burger,american,healthy,dessert,fast food"
"Harmony Wraps (Moorebank, NSW)",oEF2_KbNVTGvWdgC9D1J7g,-4.763239436619719,"american,healthy,sandwich"
WizBurgerz (Moorebank),dVyb7SV_TFaalmO7ID-QBA,-5.68863447163027,"coffee and tea,breakfast and brunch,sandwich,burger,american,healthy,dessert,fast food"
"Mel's Melts (Moorebank, NSW)",Py-cAyxQWLiEfKbiuDnB6w,-4.763239436619719,"american,healthy,sandwich"
CJs Sandwich Factory,TPTLKbrMQI2pTYWTdhhJ6A,-5.47760501606128,"sandwich,seafood,burger,fast food"
BANH MI MORE,WNdTnWITRiCSetRFMVl-Yg,-3.661088560885609,"healthy,juice and smoothy,breakfast and brunch,vietnamese"
Cream & Co,nzf8dxP0Xdy3PxldQnqB2w,-4.141041578448571,"breakfast and brunch,coffee and tea,modern australian"
Pickle & Lou,_8GB5hknSWGzNM6cLE7vVw,-4.141041578448571,"breakfast and brunch,coffee and tea,modern australian"
"Cafe-teria (Moorebank, NSW)",blCiI1-XEqb455zJzcrFw,-4.39135751780053,"breakfast and brunch,sandwich,american"
"Thicc Milkshakes (Moorebank, NSW)",wyFBZ-9sVtiKYKyH_nSyiw,-5.198406534379667,"italian,pasta,comfort food,pizza,american"
Grill Masterz,vuST0kphRBiLMObjfqE3ug,-6.340233918128656,"street food,burger,fast food"
Six12 Cafe,vFcuSHy9T4-U7mq7zMcMgg,-4.678852481398048,"cafe,comfort food,burger,drink"
Brooklyn To Beirut Cafe,utui2REGWy-blJBwAMlfZw,-3.701091767584678,"middle eastern,bagel,sandwich"
KFC (North Wyong),3EV29qu6Xa-8Kd5Lkq0nLA,-6.683373227724151,"chicken,fried chicken,wing,burger,merchant delivery,comfort food,american,fast food,family meal"
Crust Pizza (Hamilton NSW),0s3K1OehRl2eC2cW1vhTBg,-3.5121813344321726,"italian,gluten free friendly,vegetarian friendly,pizza,dessert,vegan"
Subway (Broadmeadow Lambton Road),aRBZ0q1VXeSJ-2FdL9KV9w,-4.364012092233598,"sandwich,breakfast and brunch,allergy friendly,healthy,family meal,fast food"
BWS (Mayfield),gumVrUwNXOSo3uB6_0oOQw,-8.68,"alcohol,snack"
XS Espresso (Kotara),adxZq78-TxesA8GjLqPvbg,-4.497032377350892,"halal,exclusive to eats,breakfast and brunch,sandwich,american"
Grill'd (The Junction),GDFDEX6YSUSUS2k7QofiWA,-7.023567251461988,"healthy,burger,fast food"
Darby Raj,Fwx4i8gfSqGDjogCnC3Bew,-0.8855555555555555,"indian,asian,indian curry"
Subway (Broadmeadow),Me1fU_pYQOCLdpFNy3IAIQ,-4.364012092233598,"sandwich,breakfast and brunch,allergy friendly,healthy,family meal,fast food"
BWS (Adamstown),kaP1WoI7XCK49b5_QRzhzg,-8.68,"alcohol,snack"
KFC (Palais (Newcastle)),IirAt2_ZUzWmlazzs_FJsg,-6.683373227724151,"chicken,fried chicken,wing,burger,merchant delivery,comfort food,american,fast food,family meal"
KFC (Broadmeadow),rwI4iOPvUDqsn8JexpqLwQ,-6.683373227724151,"chicken,fried chicken,wing,burger,merchant delivery,comfort food,american,fast food,family meal"
McDonald'sÂ® (Mayfield),wOEEkO0tSvaFQOUGPvmyhA,-7.072675438596491,"fast food,family meal,burger,american"
"McDonald'sÂ® (King Street, Ncle)",d4H7l8r8SSKAGovI24Rkrg,-7.072675438596491,"american,family meal,burger,fast food"
BWS (Kotara),Ll2309mAWn-BhHZFQtxmdw,-8.68,"alcohol,snack"
Hooked On Fish,dvEYMPgVQTec5rs9ZwR3Ww,-6.650658160552898,"fish and chip,seafood,burger"
BWS (Merewether Drive),u8uk26zUXUWZm10wPY9F2A,-8.68,"alcohol,snack"
The Favourite Chicken,Lb-YSzwmQG2NdSD6rDDA8w,-6.372961161869439,"chicken,wing,burger,comfort food,dessert,family meal,fast food"
Liquorland (Marketown),5wBU80ZZWL-jXWeT2_oRew,-8.0,alcohol
Ampol Woolworths MetroGo (Lambton),g7TkvEVhTYm_jBCzxhImNw,-7.3566666666666665,"everyday essential,convenience,grocery"
Raj's Corner (Hamilton),AQfYwtLLRCeJr1ImUM69_w,-1.1033333333333335,"indian,indian curry"
Sticky Rice Thai (Newcastle East),2GemrRFzSgq7CzV8ttjAXA,-0.4633333333333334,"asian fusion,asian,thai"
Gotcha (Kotara),JisDRacJWvSNq0qUQjNRmw,-4.028510324483776,"dessert,asian,juice and smoothy"
BWS (Newcastle),0nbGMgguXUSZq2DUOm8TrQ,-8.68,"alcohol,snack"
Sunset Kebab Dine In and Take Away,fC6AcP0QB20JBp0tiCDyA,-6.719316335745212,"turkish,falafel,kebab"
FoodWorks (Gateshead),M5-jfmyjUQKbfCZ-ts1jcw,-7.265,"convenience,grocery"
Domino's (Lavington),Ud_iZk0OXKiNnVr3IwE5sg,-4.813213868535859,"italian,gluten free,pizza,dessert"
Panlan Chinese Restaurant,96UorxEFWPmh4Pf6JL4XEQ,-4.4911770428015565,"fast food,modern australian,comfort food,chinese"
Paddy's Pizzaria,Wi_PokSJXWu2RBYzNVsOVA,-4.375774833564037,"italian,pasta,pizza"
McDonald'sÂ® Albury,H5ziQLRgUca0az6tMkXyIw,-5.42010501606128,"family meal,sandwich,burger,american"
McDonald'sÂ® (Lavington),1CEd-DVHXLmDIEjUDl657A,-5.42010501606128,"family meal,sandwich,burger,american"
KFC (Lavington),K5ND5nvlXhKONrG3rMEzjw,-6.683373227724151,"chicken,fried chicken,wing,burger,merchant delivery,comfort food,american,fast food,family meal"
Fried Chicken by Red Rooster (Lavington),j4KoCavVUBCHnrbv3xIBKg,-6.919787234042554,chicken
McDonald'sÂ® Albury East,Re-Ke87fUsClb0AO8jS_eg,-5.42010501606128,"family meal,sandwich,burger,american"
Indian Chimney Albury,mh8TsWkQVLihhP01EuyeVw,-2.2249027237354086,"indian,comfort food,asian"
Albury Chinese Restaurant,DFHN_ttnUqS0xLezUur_gg,-1.1167647058823529,"gluten free friendly,asian,allergy friendly,chinese"
South China Restaurant,HhC_ssRaWgK7skETxF9Ejg,-1.7471124620060792,"seafood,soup,noodle,chinese,chicken,asian fusion,asian"
Frankies Albury,Lbsw3-BCU_u6iiQW5YWSxg,-4.965097828563288,"drink,breakfast and brunch,bakery,burger,american,dessert"
Chopstix House,YtDn25PEXUOnT3ZGX78fTg,-1.8086770428015564,"asian fusion,asian,comfort food,chinese"
Yuu Sushi,EVacfgovXK272LpuQFBYew,-0.12975409836065593,"coffee and tea,drink,roll,sushi,japanese"
Crazy Indian Flavour,zzpaAorNWAO6NIoBTRd2Jw,-3.3732624113475183,"indian,chicken,drink"
Subway (Aldi Albury),_pRzE8sCWD24tRb88lc5Kw,-4.364012092233598,"sandwich,breakfast and brunch,allergy friendly,healthy,family meal,fast food"
Greenstreat,x2a-YsEYUEuTp9OJfbQZgg,-3.4311764705882353,"fast food,burrito,salad"
The Kebab Place,yXv7unxPVlWv_7HZ83izTw,-6.325,"turkish,middle eastern,halal,kebab"
The Cheesecake Shop (Albury),h4SAbrEdW5aZSIvrwhVnmA,-3.957765486725664,"dessert,bakery"
Beer Deluxe Albury,M0IvTuwcWBmQzzEP48U6EQ,-5.586806688081707,"sandwich,burger,american"
Albion Hotel,U0-KM-iCVH6DCXXVc2vHXQ,-5.586806688081707,"sandwich,burger,american"
Roma Restaurant And Pizzeria,w21z1K5nVDS-FSEeL8W2zQ,-3.310028227229195,"pasta,pizza,salad"
Authentic taste of india,ZmOHLjRRUPSYXtKcDw8Lnw,-1.064617737003058,"indian,vegetarian,asian"
Cafe Dalchini,WgGhFrloWa-8MaW-DZhSkQ,-2.4771249459576308,"indian,comfort food,indian curry"
Albury Burger Co.,jQyY-4B3Vz2Y7I4mO1AfBg,-7.57262224710713,"chicken,fast food,burger,american"
AR Multicuisine Bistro,IHkG9ScjUwKq3KmzQgh70w,-2.0159633027522936,"indian,vegetarian,asian,seafood"
Crossing Point Diner & Takeaway,9LAEAQwWVq-ECUcOe67XLQ,-7.206666666666667,"halal,snack,american"
Jones Street Take Away,3kOQXH7tX5uULaiLXaFt_w,-6.554722756900676,"fish and chip,fish and seafood,fast food"
The Vietnamese Guy,6LB104GwQya3hItzTH9MAg,-1.0511764705882354,"salad,asian,vietnamese"
Subway (Wagga Road Lavington),1oWRz6u3Uqah9e7oWqoq9g,-4.364012092233598,"sandwich,breakfast and brunch,allergy friendly,healthy,family meal,fast food"
Mad Mex (Albury),m1Ir1mmXUkqcFE-hIr3fvg,-5.654285714285715,"healthy,fast food,mexican,vegan friendly"
Crazy Crave,4MQEUcLoRQm65zTveJ4qwg,-5.561081985118439,"drink,wing,burger,comfort food,american"
Vanilla Pod Food Espresso Bar - Lavington,Um8BwZ79VwCMkPezs_8eLg,-4.31014002141504,"australian,sandwich,burger"
Spice Blast,NmaF7WQ-UE6XqaKYXrZcDw,-0.8549014084507043,"vegetarian friendly,indian,asian,rice and curry,south asian"
Ruby's Cafe,VTeFZi6xV-ajuM_kYBD2uw,-2.7180236299104097,"vegetarian,indian,sandwich,burger,indian curry,asian,street food,fish and chip,thai"
Indian Tandoori Restaurant (Albury),tx1-lb74U2mzruuEocL24Q,-0.9137245696400628,"indian,vegetarian friendly,indian curry"
Saludos,lun-hZ9SUwyZCn6SDVdVPA,-2.0883119304059656,"drink,salad,allergy friendly,sandwich"
Red Rooster (Lavington),n80yETMYV0qCx_cJDZbY3g,-6.919787234042554,chicken
Subway (Lavington Shopping Centre),TklXpykZUmWwPMsGBlXT0A,-4.364012092233598,"sandwich,breakfast and brunch,allergy friendly,healthy,family meal,fast food"
Mamma Mia Italian Kitchen,hmNk8AL3TgyeiFdm3Y-fBA,-4.588008167974584,"italian,pasta,pizza,comfort food"
South Cali Cantina,FFqgwHGGXOuPbjIfMnXbPw,-4.583333333333333,"taco,mexican,american"
Noodle Canteen (Lavington),zsB_dZ5aVxKjx67zQWQlpw,-0.7933333333333333,"asian,noodle,chinese"
Subway (West End),rlU19HlVXu22CIDSl4h8Vw,-4.364012092233598,"sandwich,breakfast and brunch,allergy friendly,healthy,family meal,fast food"
Maxys Food club,ICPya0UPXPeZMt9J6-ubJQ,-5.992171022804963,"middle eastern,european,chicken,halal,burger,comfort food,fast food"
The Silver Spoon Restaurant,zW-tNDWjUCajw-u1wxENAQ,-3.8974733390978527,"bar food,family meal,comfort food,modern australian"
Timber Cafe,wAocUD4sVFCiJVPeaU1mXw,-3.638281183836429,"allergy friendly,cafe,breakfast and brunch,coffee and tea"
House of Ivy,z40pUQzWX--FHXNpArsdIA,-5.840367746288799,"italian,pasta,burger,american"
KFC (Lavington FC),befbnN5_VnWDcNOFoJsxjg,-6.683373227724151,"chicken,fried chicken,wing,burger,merchant delivery,comfort food,american,fast food,family meal"
Domino's (Newcastle City),m5zMyZUlREGDo9Y9QwqSYQ,-4.813213868535859,"italian,gluten free,pizza,dessert"
Domino's (New Lambton),Qy01g2pxQPGuJke69ZHD-A,-4.813213868535859,"italian,gluten free,pizza,dessert"
